GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,ABK3E001,ABK3E002,ABK3E003,ABK3E004,ABK3E005,ABK3E006,ABK3E007,ABK3E008,ABK3E009,ABK3E010,ABK3E011,ABK3E012,ABK3E013,ABK3E014,ABK3E015,ABK3E016,ABK3E017,ABK3E018,ABK3E019,ABK3E020,ABK3E021,ABK3E022,ABK3E023,ABK3E024,ABK3E025,ABK3E026,ABK3E027,ABK3E028,ABK3E029,ABK3E030,ABK3E031,NAME_M,ABK3M001,ABK3M002,ABK3M003,ABK3M004,ABK3M005,ABK3M006,ABK3M007,ABK3M008,ABK3M009,ABK3M010,ABK3M011,ABK3M012,ABK3M013,ABK3M014,ABK3M015,ABK3M016,ABK3M017,ABK3M018,ABK3M019,ABK3M020,ABK3M021,ABK3M022,ABK3M023,ABK3M024,ABK3M025,ABK3M026,ABK3M027,ABK3M028,ABK3M029,ABK3M030,ABK3M031
"G5098","2010-2014",,,,,,,,,"Keahuolu Hawaiian Home Land, HI","5098",,,,,,,,,,,,,,,,,,,,,,"Keahuolu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keahuolu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5101","2010-2014",,,,,,,,,"Kealakehe Hawaiian Home Land, HI","5101",,,,,,,,,,,,,,,,,,,,,,"Kealakehe Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kealakehe Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5104","2010-2014",,,,,,,,,"Keanae-Wailua Hawaiian Home Land, HI","5104",,,,,,,,,,,,,,,,,,,,,,"Keanae-Wailua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keanae-Wailua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5106","2010-2014",,,,,,,,,"Keaukaha Hawaiian Home Land, HI","5106",,,,,,,,,,,,,,,,,,,,,,"Keaukaha Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keaukaha Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5111","2010-2014",,,,,,,,,"Kekaha Hawaiian Home Land, HI","5111",,,,,,,,,,,,,,,,,,,,,,"Kekaha Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kekaha Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5114","2010-2014",,,,,,,,,"Keokea (Agricultural) Hawaiian Home Land, HI","5114",,,,,,,,,,,,,,,,,,,,,,"Keokea (Agricultural) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keokea (Agricultural) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5116","2010-2014",,,,,,,,,"Keoniki Hawaiian Home Land, HI","5116",,,,,,,,,,,,,,,,,,,,,,"Keoniki Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keoniki Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5120","2010-2014",,,,,,,,,"Kewalo Hawaiian Home Land, HI","5120",,,,,,,,,,,,,,,,,,,,,,"Kewalo Hawaiian Home Land, HI",16,13,0,0,0,0,0,0,0,2,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"Kewalo Hawaiian Home Land, HI",29,23,11,11,11,11,11,11,11,6,12,11,11,7,11,11,6,11,11,11,11,11,11,11,11,11,11,6,11,11,11
"G5123","2010-2014",,,,,,,,,"Kolaoa Hawaiian Home Land, HI","5123",,,,,,,,,,,,,,,,,,,,,,"Kolaoa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kolaoa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5133","2010-2014",,,,,,,,,"Lalamilo Hawaiian Home Land, HI","5133",,,,,,,,,,,,,,,,,,,,,,"Lalamilo Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lalamilo Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5134","2010-2014",,,,,,,,,"Lanai City Hawaiian Home Land, HI","5134",,,,,,,,,,,,,,,,,,,,,,"Lanai City Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lanai City Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5135","2010-2014",,,,,,,,,"Leialii Hawaiian Home Land, HI","5135",,,,,,,,,,,,,,,,,,,,,,"Leialii Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leialii Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5136","2010-2014",,,,,,,,,"Lualualei Hawaiian Home Land, HI","5136",,,,,,,,,,,,,,,,,,,,,,"Lualualei Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lualualei Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5138","2010-2014",,,,,,,,,"Maili Hawaiian Home Land, HI","5138",,,,,,,,,,,,,,,,,,,,,,"Maili Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maili Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5139","2010-2014",,,,,,,,,"Makaha Valley Hawaiian Home Land, HI","5139",,,,,,,,,,,,,,,,,,,,,,"Makaha Valley Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Makaha Valley Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5146","2010-2014",,,,,,,,,"Makuu Hawaiian Home Land, HI","5146",,,,,,,,,,,,,,,,,,,,,,"Makuu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Makuu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5148","2010-2014",,,,,,,,,"Maluohai Hawaiian Home Land, HI","5148",,,,,,,,,,,,,,,,,,,,,,"Maluohai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maluohai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5156","2010-2014",,,,,,,,,"Moloaa Hawaiian Home Land, HI","5156",,,,,,,,,,,,,,,,,,,,,,"Moloaa Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moloaa Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5161","2010-2014",,,,,,,,,"Nanakuli Hawaiian Home Land, HI","5161",,,,,,,,,,,,,,,,,,,,,,"Nanakuli Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nanakuli Hawaiian Home Land, HI",15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"G5166","2010-2014",,,,,,,,,"Nienie Hawaiian Home Land, HI","5166",,,,,,,,,,,,,,,,,,,,,,"Nienie Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nienie Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5176","2010-2014",,,,,,,,,"Panaewa (Agricultural) Hawaiian Home Land, HI","5176",,,,,,,,,,,,,,,,,,,,,,"Panaewa (Agricultural) Hawaiian Home Land, HI",5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,"Panaewa (Agricultural) Hawaiian Home Land, HI",9,5,11,11,11,11,11,11,5,11,11,11,11,11,11,11,6,11,11,11,3,11,11,11,4,11,11,11,11,11,11
"G5177","2010-2014",,,,,,,,,"Panaewa (Residential) Hawaiian Home Land, HI","5177",,,,,,,,,,,,,,,,,,,,,,"Panaewa (Residential) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Panaewa (Residential) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5179","2010-2014",,,,,,,,,"Papakolea Hawaiian Home Land, HI","5179",,,,,,,,,,,,,,,,,,,,,,"Papakolea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakolea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5181","2010-2014",,,,,,,,,"Pauahi Hawaiian Home Land, HI","5181",,,,,,,,,,,,,,,,,,,,,,"Pauahi Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pauahi Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5186","2010-2014",,,,,,,,,"Paukukalo Hawaiian Home Land, HI","5186",,,,,,,,,,,,,,,,,,,,,,"Paukukalo Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paukukalo Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5188","2010-2014",,,,,,,,,"Pearl City Hawaiian Home Land, HI","5188",,,,,,,,,,,,,,,,,,,,,,"Pearl City Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pearl City Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5193","2010-2014",,,,,,,,,"Piihonua Hawaiian Home Land, HI","5193",,,,,,,,,,,,,,,,,,,,,,"Piihonua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Piihonua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5196","2010-2014",,,,,,,,,"Ponohawaii Hawaiian Home Land, HI","5196",,,,,,,,,,,,,,,,,,,,,,"Ponohawaii Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ponohawaii Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5198","2010-2014",,,,,,,,,"Princess Kahanu Estates Hawaiian Home Land, HI","5198",,,,,,,,,,,,,,,,,,,,,,"Princess Kahanu Estates Hawaiian Home Land, HI",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"Princess Kahanu Estates Hawaiian Home Land, HI",7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,7,11,11,11
"G5199","2010-2014",,,,,,,,,"Pulehunui Hawaiian Home Land, HI","5199",,,,,,,,,,,,,,,,,,,,,,"Pulehunui Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pulehunui Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5201","2010-2014",,,,,,,,,"Puukapu Hawaiian Home Land, HI","5201",,,,,,,,,,,,,,,,,,,,,,"Puukapu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Puukapu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5213","2010-2014",,,,,,,,,"South Maui Hawaiian Home Land, HI","5213",,,,,,,,,,,,,,,,,,,,,,"South Maui Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Maui Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5216","2010-2014",,,,,,,,,"Ualapue Hawaiian Home Land, HI","5216",,,,,,,,,,,,,,,,,,,,,,"Ualapue Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ualapue Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5222","2010-2014",,,,,,,,,"Upolu Hawaiian Home Land, HI","5222",,,,,,,,,,,,,,,,,,,,,,"Upolu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Upolu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5223","2010-2014",,,,,,,,,"Waiahole Hawaiian Home Land, HI","5223",,,,,,,,,,,,,,,,,,,,,,"Waiahole Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiahole Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5236","2010-2014",,,,,,,,,"Waiakea Hawaiian Home Land, HI","5236",,,,,,,,,,,,,,,,,,,,,,"Waiakea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiakea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5238","2010-2014",,,,,,,,,"Waianae Hawaiian Home Land, HI","5238",,,,,,,,,,,,,,,,,,,,,,"Waianae Hawaiian Home Land, HI",18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,3,0,11,0,0,2,0,0,0,"Waianae Hawaiian Home Land, HI",27,5,11,11,11,11,11,11,11,11,5,11,11,11,11,11,26,11,11,11,11,11,5,11,25,11,11,4,11,11,11
"G5239","2010-2014",,,,,,,,,"Waianae Kai Hawaiian Home Land, HI","5239",,,,,,,,,,,,,,,,,,,,,,"Waianae Kai Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waianae Kai Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5241","2010-2014",,,,,,,,,"Waiehu Hawaiian Home Land, HI","5241",,,,,,,,,,,,,,,,,,,,,,"Waiehu Hawaiian Home Land, HI",4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Waiehu Hawaiian Home Land, HI",10,8,11,4,11,4,11,11,11,11,11,11,2,11,11,11,3,11,11,11,11,11,11,11,11,3,11,11,11,11,11
"G5248","2010-2014",,,,,,,,,"Waiku-Hana Hawaiian Home Land, HI","5248",,,,,,,,,,,,,,,,,,,,,,"Waiku-Hana Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiku-Hana Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5251","2010-2014",,,,,,,,,"Wailau Hawaiian Home Land, HI","5251",,,,,,,,,,,,,,,,,,,,,,"Wailau Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wailau Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5256","2010-2014",,,,,,,,,"Wailua Hawaiian Home Land, HI","5256",,,,,,,,,,,,,,,,,,,,,,"Wailua Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wailua Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5271","2010-2014",,,,,,,,,"Waimanalo Hawaiian Home Land, HI","5271",,,,,,,,,,,,,,,,,,,,,,"Waimanalo Hawaiian Home Land, HI",4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waimanalo Hawaiian Home Land, HI",8,8,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5276","2010-2014",,,,,,,,,"Waimanu Hawaiian Home Land, HI","5276",,,,,,,,,,,,,,,,,,,,,,"Waimanu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waimanu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5281","2010-2014",,,,,,,,,"Waimea Hawaiian Home Land, HI","5281",,,,,,,,,,,,,,,,,,,,,,"Waimea Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waimea Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5283","2010-2014",,,,,,,,,"Waiohinu Hawaiian Home Land, HI","5283",,,,,,,,,,,,,,,,,,,,,,"Waiohinu Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiohinu Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5286","2010-2014",,,,,,,,,"Waiohuli (Residential) Hawaiian Home Land, HI","5286",,,,,,,,,,,,,,,,,,,,,,"Waiohuli (Residential) Hawaiian Home Land, HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiohuli (Residential) Hawaiian Home Land, HI",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"G5540","2010-2014",,,,,,,,,"Caddo-Wichita-Delaware OTSA, OK","5540",,,,,,,,,,,,,,,,,,,,,,"Caddo-Wichita-Delaware OTSA, OK",1704,831,80,69,87,52,40,39,133,30,81,103,50,38,25,4,873,143,68,93,68,45,56,50,48,82,89,63,32,17,19,"Caddo-Wichita-Delaware OTSA, OK",282,145,45,23,38,27,32,31,52,18,31,43,29,19,15,6,177,60,30,35,34,30,36,28,29,37,33,26,16,16,40
"G5550","2010-2014",,,,,,,,,"Cherokee OTSA, OK","5550",,,,,,,,,,,,,,,,,,,,,,"Cherokee OTSA, OK",75753,37604,3123,3564,3622,2328,1289,2924,2373,2253,4568,4888,3674,2065,705,228,38149,2904,3115,3681,1930,1298,3052,2530,2621,4710,4675,3896,2350,1022,365,"Cherokee OTSA, OK",1604,921,217,292,277,175,125,215,175,196,246,209,200,168,90,55,975,280,257,263,141,123,209,183,198,217,230,201,184,129,90
"G5560","2010-2014",,,,,,,,,"Cheyenne-Arapaho OTSA, OK","5560",,,,,,,,,,,,,,,,,,,,,,"Cheyenne-Arapaho OTSA, OK",6243,2960,268,181,315,148,121,137,301,256,345,367,316,133,69,3,3283,267,381,226,159,120,202,187,138,524,376,385,205,107,6,"Cheyenne-Arapaho OTSA, OK",612,304,82,68,101,73,61,67,91,81,113,110,89,70,41,3,402,86,99,84,63,71,93,70,66,98,106,81,72,54,7
"G5580","2010-2014",,,,,,,,,"Chickasaw OTSA, OK","5580",,,,,,,,,,,,,,,,,,,,,,"Chickasaw OTSA, OK",20762,10080,696,795,1182,591,347,847,524,682,1216,1290,1075,607,179,49,10682,924,857,1037,608,425,669,616,643,1471,1367,1115,537,299,114,"Chickasaw OTSA, OK",702,428,120,142,151,92,84,116,120,140,155,110,89,115,43,27,488,110,134,150,89,97,144,110,108,142,124,127,110,84,47
"G5590","2010-2014",,,,,,,,,"Choctaw OTSA, OK","5590",,,,,,,,,,,,,,,,,,,,,,"Choctaw OTSA, OK",27957,13820,1246,1406,1455,804,445,967,899,849,1564,1592,1308,867,313,105,14137,1251,1185,1286,623,416,1064,984,892,1698,1628,1522,895,461,232,"Choctaw OTSA, OK",840,475,96,132,157,75,69,109,89,86,127,106,88,84,58,42,494,143,150,141,93,73,116,111,101,136,123,93,87,72,70
"G5600","2010-2014",,,,,,,,,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK","5600",,,,,,,,,,,,,,,,,,,,,,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",8212,4132,234,419,363,357,142,341,283,306,424,528,452,207,68,8,4080,324,536,320,199,100,202,300,293,530,520,466,155,109,26,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",686,369,88,101,97,102,54,90,95,91,104,104,101,55,32,13,415,91,124,79,64,64,97,95,94,98,104,92,54,39,19
"G5620","2010-2014",,,,,,,,,"Creek OTSA, OK","5620",,,,,,,,,,,,,,,,,,,,,,"Creek OTSA, OK",51982,25537,2231,2457,2582,1611,932,1759,1900,1867,3300,2931,2375,1089,391,112,26445,1974,2063,2367,1457,908,2039,2183,1908,3343,3337,2622,1352,623,269,"Creek OTSA, OK",1294,730,239,207,239,152,108,167,171,166,234,183,174,119,79,42,753,181,222,252,115,114,192,185,169,220,230,187,135,104,61
"G5640","2010-2014",,,,,,,,,"Eastern Shawnee OTSA, OK","5640",,,,,,,,,,,,,,,,,,,,,,"Eastern Shawnee OTSA, OK",166,83,2,11,7,7,1,5,6,4,15,10,8,4,3,0,83,15,13,11,5,0,1,1,5,10,8,8,4,2,0,"Eastern Shawnee OTSA, OK",40,22,3,7,8,6,2,4,5,4,9,6,6,7,3,9,27,9,8,8,4,9,3,3,5,7,8,5,4,3,9
"G5670","2010-2014",,,,,,,,,"Iowa OTSA, OK","5670",,,,,,,,,,,,,,,,,,,,,,"Iowa OTSA, OK",290,175,16,7,11,19,4,9,3,11,11,35,31,14,4,0,115,6,0,4,5,1,4,3,17,10,36,10,11,2,6,"Iowa OTSA, OK",90,66,19,8,12,14,5,12,7,9,11,26,18,9,6,13,41,8,13,6,11,2,6,4,18,9,23,11,10,4,7
"G5690","2010-2014",,,,,,,,,"Kaw OTSA, OK","5690",,,,,,,,,,,,,,,,,,,,,,"Kaw OTSA, OK",379,186,10,26,29,18,11,5,9,9,14,16,26,10,2,1,193,13,21,28,7,4,7,6,11,19,29,19,27,2,0,"Kaw OTSA, OK",56,33,7,12,12,9,7,8,8,6,8,9,12,6,4,2,37,7,13,12,6,5,8,7,7,9,13,10,13,3,13
"G5700","2010-2014",,,,,,,,,"Kickapoo OTSA, OK","5700",,,,,,,,,,,,,,,,,,,,,,"Kickapoo OTSA, OK",1992,956,86,112,126,63,48,149,55,65,78,85,50,24,11,4,1036,125,137,90,55,19,66,123,67,80,133,74,55,5,7,"Kickapoo OTSA, OK",263,163,42,49,50,28,23,55,29,33,40,40,29,20,13,8,167,45,56,39,28,15,33,54,34,30,40,26,24,8,16
